gene,bnumber,COG class,molecular_weight_kDa,sequence_length,condition,copy_number_molecule-per-fL,growth_rate_hr-1,,,
nade,b1740,[h],30.636,275,glucose_minimal,1313.04597,0.51,,,
spy,b1743,[untp],18.199,161,glucose_minimal,73.48161987,0.51,,,
astc,b1748,[e],43.665,406,glucose_minimal,57.51696181,0.51,,,
xtha,b1749,[l],30.969,268,glucose_minimal,276.4682508,0.51,,,
ynjb,b1754,[r],42.844,388,glucose_minimal,,0.51,,,
ynje,b1757,,48.228,435,glucose_minimal,,0.51,,,
gdha,b1761,[e],48.581,447,glucose_minimal,5081.936343,0.51,,,
seld,b1764,[e],36.687,347,glucose_minimal,582.0848437,0.51,,,
ydja,b1765,[c],20.059,183,glucose_minimal,1271.638885,0.51,,,
sppa,b1766,[ou],67.219,618,glucose_minimal,22.68485027,0.51,,,
ansa,b1767,[ej],37.127,338,glucose_minimal,65.22582503,0.51,,,
pnca,b1768,,23.362,213,glucose_minimal,,0.51,,,
ydjf,b1770,,28.261,252,glucose_minimal,,0.51,,,
yeac,b1777,,10.338,90,glucose_minimal,,0.51,,,
msrb,b1778,,15.451,137,glucose_minimal,753.5718565,0.51,,,
gapa,b1779,[g],35.532,331,glucose_minimal,38124.1307,0.51,,,
yead,b1780,,32.666,294,glucose_minimal,748.2058953,0.51,,,
mipa,b1782,[m],27.831,248,glucose_minimal,1636.7132,0.51,,,
yeag,b1783,[t],74.479,644,glucose_minimal,239.7812648,0.51,,,
yeak,b1787,[s],17.85,167,glucose_minimal,,0.51,,,
fadd,b1805,[iq],62.331,561,glucose_minimal,,0.51,,,
yeay,b1806,[m],20.921,193,glucose_minimal,25.15763443,0.51,,,
yoab,b1809,,12.493,114,glucose_minimal,1076.16568,0.51,,,
yoah,b1811,,6.5542,59,glucose_minimal,,0.51,,,
sdaa,b1814,[e],48.906,454,glucose_minimal,,0.51,,,
manx,b1817,[g],35.047,323,glucose_minimal,10535.84013,0.51,,,
many,b1818,[g],27.635,266,glucose_minimal,,0.51,,,
manz,b1819,,30.955,283,glucose_minimal,1724.780592,0.51,,,
cspc,b1823,[k],7.4023,69,glucose_minimal,36487.05367,0.51,,,
yebo,b1825,,10.792,95,glucose_minimal,,0.51,,,
kdgr,b1827,[k],30.029,263,glucose_minimal,337.227175,0.51,,,
htpx,b1829,[o],31.923,293,glucose_minimal,274.6601316,0.51,,,
prc,b1830,[m],76.662,682,glucose_minimal,283.5141504,0.51,,,
proq,b1831,,25.892,232,glucose_minimal,1180.036578,0.51,,,
msrc,b1832,,18.121,165,glucose_minimal,406.8059621,0.51,,,
yebe,b1846,[s],23.687,219,glucose_minimal,,0.51,,,
yebf,b1847,,12.962,118,glucose_minimal,218.7856331,0.51,,,
purt,b1849,[f],42.433,392,glucose_minimal,652.3142775,0.51,,,
eda,b1850,[g],22.284,213,glucose_minimal,2590.323444,0.51,,,
zwf,b1852,[g],55.704,491,glucose_minimal,1082.181272,0.51,,,
yebk,b1853,[k],31.975,289,glucose_minimal,,0.51,,,
pyka,b1854,[g],51.357,480,glucose_minimal,2334.052909,0.51,,,
lpxm,b1855,,37.41,323,glucose_minimal,,0.51,,,
znua,b1857,,33.777,310,glucose_minimal,32.45390252,0.51,,,
ruva,b1861,[l],22.085,203,glucose_minimal,,0.51,,,
yebc,b1864,[s],26.422,246,glucose_minimal,2215.266606,0.51,,,
asps,b1866,[j],65.913,590,glucose_minimal,1559.048217,0.51,,,
yecd,b1867,[q],20.452,188,glucose_minimal,,0.51,,,
cmoa,b1870,,27.776,247,glucose_minimal,106.1267683,0.51,,,
cmob,b1871,,37.006,323,glucose_minimal,,0.51,,,
yecm,b1875,,21.205,188,glucose_minimal,,0.51,,,
args,b1876,[j],64.682,577,glucose_minimal,458.5346345,0.51,,,
yect,b1877,,18.885,162,glucose_minimal,1241.180648,0.51,,,
chez,b1881,[nt],23.976,214,glucose_minimal,26.51359024,0.51,,,
chey,b1882,[t],14.097,129,glucose_minimal,167.4207528,0.51,,,
tap,b1885,[nt],57.511,533,glucose_minimal,5.000590825,0.51,,,
tar,b1886,[nt],59.943,553,glucose_minimal,158.9615066,0.51,,,
chew,b1887,[nt],18.084,167,glucose_minimal,254.5471281,0.51,,,
chea,b1888,[nt],71.382,654,glucose_minimal,110.4069114,0.51,,,
motb,b1889,[n],34.186,308,glucose_minimal,,0.51,,,
mota,b1890,[n],32.011,295,glucose_minimal,,0.51,,,
flhc,b1891,,21.566,192,glucose_minimal,,0.51,,,
otsa,b1896,[g],53.61,474,glucose_minimal,71.50421187,0.51,,,
araf,b1901,[g],35.54,329,glucose_minimal,,0.51,,,
ftna,b1905,,19.424,165,glucose_minimal,1004.386874,0.51,,,
yeca,b1908,[r],25.039,221,glucose_minimal,,0.51,,,
uvry,b1914,[tk],23.892,218,glucose_minimal,,0.51,,,
yecf,b1915,,8.2385,74,glucose_minimal,,0.51,,,
yecc,b1917,[e],27.677,250,glucose_minimal,97.98829847,0.51,,,
yecs,b1918,[e],24.801,222,glucose_minimal,153.5210825,0.51,,,
dcyd,b1919,,35.153,328,glucose_minimal,379.6328411,0.51,,,
fliy,b1920,[et],29.039,266,glucose_minimal,7194.399534,0.51,,,
flic,b1923,[n],51.294,498,glucose_minimal,452.7466609,0.51,,,
amya,b1927,[g],56.639,495,glucose_minimal,81.63278835,0.51,,,
yedd,b1928,,14.983,137,glucose_minimal,705.8902355,0.51,,,
yedf,b1930,[o],8.6389,77,glucose_minimal,2477.435439,0.51,,,
flif,b1938,[nu],60.588,552,glucose_minimal,2.862833181,0.51,,,
flig,b1939,[n],36.776,331,glucose_minimal,9.408815341,0.51,,,
flih,b1940,[nu],25.05,228,glucose_minimal,,0.51,,,
flii,b1941,[nu],49.315,457,glucose_minimal,,0.51,,,
flil,b1944,[n],17.221,154,glucose_minimal,,0.51,,,
flin,b1946,[nu],14.855,137,glucose_minimal,,0.51,,,
yedp,b1955,[r],30.439,271,glucose_minimal,,0.51,,,
yedi,b1958,[s],32.19,305,glucose_minimal,90.9429889,0.51,,,
hcha,b1967,[r],31.19,283,glucose_minimal,703.0299,0.51,,,
mtfa,b1976,,30.279,265,glucose_minimal,,0.51,,,
amn,b1982,[f],53.994,484,glucose_minimal,150.2457422,0.51,,,
yeen,b1983,[s],25.867,238,glucose_minimal,171.9760919,0.51,,,
erfk,b1990,[s],34.411,310,glucose_minimal,,0.51,,,
flu,b2000,,106.82,1039,glucose_minimal,11.2707761,0.51,,,
yeex,b2007,,12.778,109,glucose_minimal,6272.87747,0.51,,,
yeed,b2012,[o],8.1482,75,glucose_minimal,,0.51,,,
plap,b2014,,49.537,452,glucose_minimal,20.62617773,0.51,,,
yeez,b2016,[mg],29.68,274,glucose_minimal,191.9319648,0.51,,,
hisg,b2019,[e],33.366,299,glucose_minimal,1913.145496,0.51,,,
hisd,b2020,[e],46.11,434,glucose_minimal,904.8103509,0.51,,,
hisc,b2021,[e],39.36,356,glucose_minimal,1303.581705,0.51,,,
hisb,b2022,[e],40.278,355,glucose_minimal,1067.155164,0.51,,,
hish,b2023,[e],21.653,196,glucose_minimal,491.0285982,0.51,,,
hisa,b2024,[e],26.032,245,glucose_minimal,256.4121968,0.51,,,
hisf,b2025,[e],28.454,258,glucose_minimal,427.0185472,0.51,,,
hisi,b2026,[e],22.756,203,glucose_minimal,127.121604,0.51,,,
cld,b2027,,36.454,326,glucose_minimal,1637.70312,0.51,,,
gnd,b2029,[g],51.481,468,glucose_minimal,12000.93327,0.51,,,
wbbk,b2032,[m],43.188,372,glucose_minimal,163.9508988,0.51,,,
wbbj,b2033,[r],21.675,196,glucose_minimal,,0.51,,,
wbbi,b2034,,37.757,330,glucose_minimal,727.3797301,0.51,,,
glf,b2036,[m],42.965,367,glucose_minimal,717.4438708,0.51,,,
rfbc,b2038,[m],21.27,185,glucose_minimal,,0.51,,,
rfba,b2039,[m],32.693,293,glucose_minimal,986.6887164,0.51,,,
rfbd,b2040,[m],32.694,299,glucose_minimal,507.1555146,0.51,,,
rfbb,b2041,[m],40.558,361,glucose_minimal,796.6381066,0.51,,,
galf,b2042,[m],32.829,297,glucose_minimal,1874.209537,0.51,,,
cpsb,b2049,[m],53.016,478,glucose_minimal,,0.51,,,
dcd,b2065,[f],21.249,193,glucose_minimal,103.8497247,0.51,,,
udk,b2066,[f],24.353,213,glucose_minimal,208.7526748,0.51,,,
yege,b2067,,123.89,1105,glucose_minimal,,0.51,,,
baes,b2078,[t],51.991,467,glucose_minimal,,0.51,,,
yegp,b2080,,12.024,110,glucose_minimal,318.4305642,0.51,,,
yegq,b2081,[o],51.193,453,glucose_minimal,183.6352241,0.51,,,
gatd,b2091,[er],37.39,346,glucose_minimal,1439.211312,0.51,,,
gatc,b2092,[g],48.364,451,glucose_minimal,1686.039129,0.51,,,
gatb,b2093,[g],10.222,94,glucose_minimal,16668.65703,0.51,,,
gata,b2094,[gt],16.907,150,glucose_minimal,11810.08927,0.51,,,
gatz,b2095,[g],47.108,420,glucose_minimal,22648.41205,0.51,,,
gaty,b2096,[g],30.812,284,glucose_minimal,11902.43725,0.51,,,
fbab,b2097,,38.109,350,glucose_minimal,1543.449435,0.51,,,
thid,b2103,[h],28.633,266,glucose_minimal,406.0013278,0.51,,,
thim,b2104,[h],27.339,262,glucose_minimal,355.3980116,0.51,,,
rcnr,b2105,,10.134,90,glucose_minimal,,0.51,,,
rcnb,b2107,,12.466,112,glucose_minimal,,0.51,,,
mrp,b2113,,39.938,369,glucose_minimal,518.8188747,0.51,,,
metg,b2114,[j],76.254,677,glucose_minimal,1072.538116,0.51,,,
osmf,b2131,,32.609,305,glucose_minimal,201.3438513,0.51,,,
bglx,b2132,[g],83.459,765,glucose_minimal,158.6197059,0.51,,,
dld,b2133,[c],64.612,571,glucose_minimal,683.2721077,0.51,,,
pbpg,b2134,[m],33.887,310,glucose_minimal,30.32834509,0.51,,,
cdd,b2143,[f],31.54,294,glucose_minimal,113.8905129,0.51,,,
mglc,b2148,[g],35.55,336,glucose_minimal,,0.51,,,
mgla,b2149,[g],56.415,506,glucose_minimal,194.4292198,0.51,,,
mglb,b2150,[g],35.712,332,glucose_minimal,8087.282156,0.51,,,
fole,b2153,[h],24.83,222,glucose_minimal,2721.522668,0.51,,,
yeig,b2154,[r],31.259,278,glucose_minimal,,0.51,,,
cira,b2155,[p],73.895,663,glucose_minimal,68.90379876,0.51,,,
lysp,b2156,[e],53.575,489,glucose_minimal,183.3333203,0.51,,,
nfo,b2159,[l],31.479,285,glucose_minimal,57.37687596,0.51,,,
psug,b2165,,32.909,312,glucose_minimal,,0.51,,,
frua,b2167,[g],57.518,563,glucose_minimal,42.07754986,0.51,,,
fruk,b2168,[g],33.755,312,glucose_minimal,64.20127946,0.51,,,
frub,b2169,[g],39.647,376,glucose_minimal,107.7428199,0.51,,,
yeip,b2171,,21.532,190,glucose_minimal,942.978223,0.51,,,
spr,b2175,[m],21.04,188,glucose_minimal,,0.51,,,
yejf,b2180,[r],58.725,529,glucose_minimal,,0.51,,,
rsua,b2183,[j],25.865,231,glucose_minimal,274.3646242,0.51,,,
rply,b2185,[j],10.693,94,glucose_minimal,26421.20317,0.51,,,
yejk,b2186,[r],37.822,335,glucose_minimal,463.6080587,0.51,,,
yejl,b2187,[s],8.2884,75,glucose_minimal,,0.51,,,
narp,b2193,[tk],23.575,215,glucose_minimal,,0.51,,,
eco,b2209,[r],18.192,162,glucose_minimal,167.3164914,0.51,,,
mqo,b2210,[r],60.229,548,glucose_minimal,40.93408191,0.51,,,
ompc,b2215,[m],40.368,367,glucose_minimal,39484.17935,0.51,,,
rcsd,b2216,[t],100.37,890,glucose_minimal,22.17275014,0.51,,,
rcsb,b2217,[tk],23.67,216,glucose_minimal,1357.902813,0.51,,,
gyra,b2231,[l],96.962,875,glucose_minimal,1054.198931,0.51,,,
ubig,b2232,[h],26.555,240,glucose_minimal,473.5116514,0.51,,,
nrda,b2234,[f],85.774,761,glucose_minimal,898.9513357,0.51,,,
nrdb,b2235,[f],43.517,376,glucose_minimal,541.3258552,0.51,,,
yfay,b2249,[r],44.225,400,glucose_minimal,,0.51,,,
arnb,b2253,,41.649,379,glucose_minimal,,0.51,,,
arnc,b2254,,36.339,322,glucose_minimal,,0.51,,,
arna,b2255,,74.288,660,glucose_minimal,,0.51,,,
menb,b2262,[h],31.633,285,glucose_minimal,361.0935487,0.51,,,
elab,b2266,[s],11.306,101,glucose_minimal,2955.305694,0.51,,,
elaa,b2267,[r],17.419,153,glucose_minimal,,0.51,,,
nuom,b2277,[c],56.524,509,glucose_minimal,,0.51,,,
nuoj,b2280,[c],19.874,184,glucose_minimal,,0.51,,,
nuoi,b2281,[c],20.538,180,glucose_minimal,982.7202533,0.51,,,
nuoh,b2282,[c],36.219,325,glucose_minimal,,0.51,,,
nuog,b2283,,100.3,908,glucose_minimal,811.4481022,0.51,,,
nuof,b2284,[c],49.292,445,glucose_minimal,1267.577547,0.51,,,
nuoe,b2285,[c],18.59,166,glucose_minimal,485.8659375,0.51,,,
nuoc,b2286,[c],68.235,596,glucose_minimal,1286.548102,0.51,,,
nuob,b2287,[c],25.056,220,glucose_minimal,1284.33874,0.51,,,
nuoa,b2288,,16.457,147,glucose_minimal,377.6135668,0.51,,,
alaa,b2290,,45.517,405,glucose_minimal,78.2907351,0.51,,,
yfbr,b2291,[r],22.708,199,glucose_minimal,,0.51,,,
yfbt,b2293,[r],23.007,216,glucose_minimal,,0.51,,,
yfbu,b2294,[s],19.536,164,glucose_minimal,1770.202546,0.51,,,
acka,b2296,[c],43.29,400,glucose_minimal,774.7921994,0.51,,,
pta,b2297,[r],77.171,714,glucose_minimal,746.2787946,0.51,,,
yfcd,b2299,[lr],20.376,180,glucose_minimal,96.43382858,0.51,,,
yfce,b2300,,20.122,184,glucose_minimal,197.6243499,0.51,,,
yfcg,b2302,[o],24.516,215,glucose_minimal,,0.51,,,
folx,b2303,[h],14.082,120,glucose_minimal,1301.714747,0.51,,,
yfch,b2304,[r],32.698,297,glucose_minimal,,0.51,,,
hisp,b2306,[e],28.653,257,glucose_minimal,79.40493163,0.51,,,
hisq,b2308,[e],24.649,228,glucose_minimal,,0.51,,,
hisj,b2309,[et],28.483,260,glucose_minimal,3148.54558,0.51,,,
argt,b2310,[et],27.991,260,glucose_minimal,2155.098096,0.51,,,
purf,b2312,[f],56.487,505,glucose_minimal,491.3046174,0.51,,,
dedd,b2314,[s],22.938,220,glucose_minimal,,0.51,,,
folc,b2315,[h],45.405,422,glucose_minimal,80.5254939,0.51,,,
accd,b2316,[i],33.322,304,glucose_minimal,1429.919577,0.51,,,
usg,b2319,[e],36.364,337,glucose_minimal,150.4516268,0.51,,,
pdxb,b2320,[he],41.367,378,glucose_minimal,407.0923333,0.51,,,
fabb,b2323,[iq],42.613,406,glucose_minimal,8660.41981,0.51,,,
aroc,b2329,[e],39.137,361,glucose_minimal,240.1344568,0.51,,,
prmb,b2330,,35.001,310,glucose_minimal,295.3918617,0.51,,,
fadj,b2341,,77.071,714,glucose_minimal,,0.51,,,
fadi,b2342,,46.53,436,glucose_minimal,,0.51,,,
yfcz,b2343,[s],10.318,94,glucose_minimal,,0.51,,,
fadl,b2344,[i],48.541,446,glucose_minimal,217.8064986,0.51,,,
mlaa,b2346,,28.041,251,glucose_minimal,377.3975977,0.51,,,
ints,b2349,[l],44.061,385,glucose_minimal,13.75064786,0.51,,,
gtrb,b2351,,34.635,306,glucose_minimal,94.09955245,0.51,,,
gtrs,b2352,,51.483,443,glucose_minimal,,0.51,,,
evga,b2369,[tk],22.69,204,glucose_minimal,277.0494332,0.51,,,
alac,b2379,,46.216,412,glucose_minimal,34.84947208,0.51,,,
frya,b2383,,92.129,831,glucose_minimal,,0.51,,,
glk,b2388,[g],34.723,321,glucose_minimal,591.4343167,0.51,,,
nupc,b2393,[f],43.475,400,glucose_minimal,80.46809633,0.51,,,
gltx,b2400,[j],53.815,471,glucose_minimal,1672.949326,0.51,,,
liga,b2411,[l],73.605,671,glucose_minimal,56.03502707,0.51,,,
zipa,b2412,[d],36.475,328,glucose_minimal,264.1165963,0.51,,,
cysk,b2414,[e],34.489,323,glucose_minimal,36805.04953,0.51,,,
ptsh,b2415,[g],9.1193,85,glucose_minimal,8813.342499,0.51,,,
ptsi,b2416,[g],63.561,575,glucose_minimal,4348.654088,0.51,,,
crr,b2417,[g],18.251,169,glucose_minimal,16503.39354,0.51,,,
pdxk,b2418,[h],30.847,283,glucose_minimal,181.0607255,0.51,,,
cysm,b2421,[e],32.664,303,glucose_minimal,736.3588155,0.51,,,
cysa,b2422,[p],41.058,365,glucose_minimal,684.8902712,0.51,,,
cysw,b2423,,32.537,291,glucose_minimal,,0.51,,,
cysp,b2425,[p],37.614,338,glucose_minimal,1824.816372,0.51,,,
ucpa,b2426,,27.85,263,glucose_minimal,321.1395212,0.51,,,
murq,b2428,,31.22,298,glucose_minimal,,0.51,,,
yfex,b2431,,33.052,299,glucose_minimal,320.1004435,0.51,,,
yfey,b2432,,20.897,191,glucose_minimal,5.093218232,0.51,,,
amia,b2435,[m],31.412,289,glucose_minimal,,0.51,,,
yffs,b2450,,29.751,269,glucose_minimal,95.78140713,0.51,,,
eutm,b2457,,9.8654,97,glucose_minimal,,0.51,,,
maeb,b2463,[c],82.416,759,glucose_minimal,2120.876462,0.51,,,
tala,b2464,[g],35.658,316,glucose_minimal,633.3892708,0.51,,,
tktb,b2465,[g],73.042,667,glucose_minimal,514.9257623,0.51,,,
yffb,b2471,[p],13.6,118,glucose_minimal,,0.51,,,
dape,b2472,[e],41.269,375,glucose_minimal,38.66317984,0.51,,,
tmca,b2474,,74.892,671,glucose_minimal,25.70993908,0.51,,,
ypfj,b2475,[r],31.46,287,glucose_minimal,38.35964524,0.51,,,
purc,b2476,[f],26.995,237,glucose_minimal,7509.021926,0.51,,,
bamc,b2477,,36.842,344,glucose_minimal,1283.842445,0.51,,,
dapa,b2478,[em],31.27,292,glucose_minimal,1209.017638,0.51,,,
gcvr,b2479,,20.768,190,glucose_minimal,,0.51,,,
bcp,b2480,[o],17.634,156,glucose_minimal,4176.889248,0.51,,,
yfgc,b2494,[r],53.907,487,glucose_minimal,120.9525258,0.51,,,
yfgd,b2495,[p],13.398,119,glucose_minimal,793.2290671,0.51,,,
uraa,b2497,[f],45.06,429,glucose_minimal,135.3259483,0.51,,,
upp,b2498,[f],22.533,208,glucose_minimal,9683.95277,0.51,,,
purm,b2499,[f],36.854,345,glucose_minimal,1537.219384,0.51,,,
purn,b2500,[f],23.238,212,glucose_minimal,125.7207436,0.51,,,
ppk,b2501,[p],80.431,688,glucose_minimal,26.14461534,0.51,,,
ppx,b2502,,58.135,513,glucose_minimal,,0.51,,,
guaa,b2507,[f],58.679,525,glucose_minimal,2463.596996,0.51,,,
guab,b2508,[f],52.022,488,glucose_minimal,3854.829763,0.51,,,
der,b2511,[r],55.035,490,glucose_minimal,313.7596376,0.51,,,
bamb,b2512,,41.887,392,glucose_minimal,498.2901116,0.51,,,
yfgm,b2513,[s],22.176,206,glucose_minimal,671.5992907,0.51,,,
hiss,b2514,[j],47.029,424,glucose_minimal,854.9796996,0.51,,,
ispg,b2515,[i],40.683,372,glucose_minimal,473.5293164,0.51,,,
rodz,b2516,,36.191,337,glucose_minimal,528.3506462,0.51,,,
rlmn,b2517,,43.085,384,glucose_minimal,177.2861204,0.51,,,
ndk,b2518,[f],15.463,143,glucose_minimal,15058.38127,0.51,,,
yfhm,b2520,[r],181.58,1653,glucose_minimal,20.23986964,0.51,,,
ssea,b2521,,30.811,281,glucose_minimal,183.2679735,0.51,,,
sseb,b2522,,28.642,258,glucose_minimal,,0.51,,,
pepb,b2523,,46.18,427,glucose_minimal,1518.27656,0.51,,,
iscx,b2524,,7.7315,66,glucose_minimal,,0.51,,,
fdx,b2525,[c],12.331,111,glucose_minimal,582.5088904,0.51,,,
hsca,b2526,[o],65.652,616,glucose_minimal,188.2719187,0.51,,,
hscb,b2527,[o],20.137,171,glucose_minimal,262.7065543,0.51,,,
isca,b2528,[s],11.556,107,glucose_minimal,829.13727,0.51,,,
iscu,b2529,[c],13.848,128,glucose_minimal,5298.511813,0.51,,,
iscs,b2530,,45.089,404,glucose_minimal,5297.558359,0.51,,,
iscr,b2531,[k],17.336,162,glucose_minimal,1493.750615,0.51,,,
trmj,b2532,,27.048,246,glucose_minimal,268.8447375,0.51,,,
suhb,b2533,[g],29.172,267,glucose_minimal,973.5724156,0.51,,,
glya,b2551,[e],45.316,417,glucose_minimal,10260.84493,0.51,,,
hmp,b2552,[c],43.867,396,glucose_minimal,,0.51,,,
glnb,b2553,[e],12.425,112,glucose_minimal,1831.234509,0.51,,,
purl,b2557,[f],141.4,1295,glucose_minimal,905.4183658,0.51,,,
pdxj,b2564,[h],26.384,243,glucose_minimal,604.1699043,0.51,,,
rnc,b2567,[k],25.55,226,glucose_minimal,407.3960719,0.51,,,
lepb,b2568,[u],35.96,324,glucose_minimal,173.4943075,0.51,,,
lepa,b2569,[m],66.57,599,glucose_minimal,480.6605729,0.51,,,
rseb,b2571,[t],35.749,318,glucose_minimal,,0.51,,,
rsea,b2572,[t],24.321,216,glucose_minimal,,0.51,,,
rpoe,b2573,[k],21.695,191,glucose_minimal,90.01677162,0.51,,,
nadb,b2574,[h],60.337,540,glucose_minimal,,0.51,,,
srmb,b2576,[lkj],49.914,444,glucose_minimal,112.63522,0.51,,,
yfid,b2579,[r],14.284,127,glucose_minimal,1629.540042,0.51,,,
ung,b2580,[l],25.693,229,glucose_minimal,103.9748233,0.51,,,
yfif,b2581,[j],37.784,345,glucose_minimal,283.1326121,0.51,,,
trxc,b2582,[oc],15.555,139,glucose_minimal,135.3450037,0.51,,,
pka,b2584,,97.986,886,glucose_minimal,,0.51,,,
pssa,b2585,,52.801,451,glucose_minimal,180.2886421,0.51,,,
kgtp,b2587,[gepr],47.052,432,glucose_minimal,163.1542085,0.51,,,
clpb,b2592,[o],95.584,857,glucose_minimal,1361.365855,0.51,,,
yfih,b2593,[s],26.339,243,glucose_minimal,17.99628082,0.51,,,
rlud,b2594,[j],37.121,326,glucose_minimal,214.1801303,0.51,,,
bamd,b2595,,27.829,245,glucose_minimal,1073.82811,0.51,,,
raia,b2597,,12.784,113,glucose_minimal,,0.51,,,
phea,b2599,[e],43.111,386,glucose_minimal,1317.673018,0.51,,,
tyra,b2600,[e],42.042,373,glucose_minimal,549.7011259,0.51,,,
arof,b2601,[e],38.804,356,glucose_minimal,732.3486238,0.51,,,
rpls,b2606,[j],13.133,115,glucose_minimal,20397.28833,0.51,,,
rimm,b2608,,20.605,182,glucose_minimal,373.9637908,0.51,,,
rpsp,b2609,[j],9.1904,82,glucose_minimal,27829.43316,0.51,,,
ffh,b2610,[u],49.787,453,glucose_minimal,571.3853264,0.51,,,
grpe,b2614,[o],21.798,197,glucose_minimal,3963.942869,0.51,,,
bame,b2617,,12.302,113,glucose_minimal,,0.51,,,
smpb,b2620,[o],18.269,160,glucose_minimal,490.4582495,0.51,,,
csid,b2659,,37.36,325,glucose_minimal,,0.51,,,
gabd,b2661,[c],51.719,482,glucose_minimal,797.0670633,0.51,,,
gabt,b2662,[e],45.774,426,glucose_minimal,354.0787896,0.51,,,
ygau,b2665,[s],16.063,149,glucose_minimal,4157.620921,0.51,,,
stpa,b2669,[r],15.347,134,glucose_minimal,4342.829288,0.51,,,
ygam,b2672,,12.288,113,glucose_minimal,339.9416544,0.51,,,
prox,b2679,[e],36.022,330,glucose_minimal,,0.51,,,
mpra,b2684,[k],20.563,176,glucose_minimal,715.9950534,0.51,,,
emra,b2685,[v],42.736,390,glucose_minimal,91.19251944,0.51,,,
luxs,b2687,[t],19.416,171,glucose_minimal,4402.866433,0.51,,,
gsha,b2688,[h],58.269,518,glucose_minimal,114.4162426,0.51,,,
yqab,b2690,[r],20.78,188,glucose_minimal,,0.51,,,
csra,b2696,[t],6.8558,61,glucose_minimal,3130.670065,0.51,,,
alas,b2697,[j],96.031,876,glucose_minimal,1367.847462,0.51,,,
reca,b2699,[l],37.973,353,glucose_minimal,1775.715761,0.51,,,
ygad,b2700,[r],17.582,165,glucose_minimal,,0.51,,,
gutq,b2708,[m],34.031,321,glucose_minimal,,0.51,,,
rpos,b2741,[k],37.971,330,glucose_minimal,103.919928,0.51,,,
nlpd,b2742,[m],40.149,379,glucose_minimal,70.59666613,0.51,,,
pcm,b2743,,23.257,208,glucose_minimal,,0.51,,,
trud,b2745,[s],39.091,349,glucose_minimal,49.63994477,0.51,,,
ispf,b2746,[i],16.897,159,glucose_minimal,,0.51,,,
cysc,b2750,[p],22.321,201,glucose_minimal,370.1327856,0.51,,,
cysn,b2751,[p],52.558,475,glucose_minimal,1617.893682,0.51,,,
cysd,b2752,[eh],35.188,302,glucose_minimal,1648.688698,0.51,,,
cysh,b2762,[eh],27.975,244,glucose_minimal,775.2374195,0.51,,,
cysi,b2763,[p],63.997,570,glucose_minimal,1764.630662,0.51,,,
cysj,b2764,[p],66.269,599,glucose_minimal,2022.287842,0.51,,,
qued,b2765,,13.773,121,glucose_minimal,69.13797567,0.51,,,
quee,b2777,,25.029,223,glucose_minimal,,0.51,,,
eno,b2779,[g],45.654,432,glucose_minimal,23045.48388,0.51,,,
pyrg,b2780,[f],60.373,545,glucose_minimal,1229.706815,0.51,,,
rela,b2784,[tk],83.875,744,glucose_minimal,,0.51,,,
rlmd,b2785,,48.052,433,glucose_minimal,,0.51,,,
yqca,b2790,[c],16.274,149,glucose_minimal,,0.51,,,
quef,b2794,,32.587,282,glucose_minimal,112.2618724,0.51,,,
ygdh,b2795,[r],50.971,454,glucose_minimal,,0.51,,,
sdac,b2796,[e],46.906,429,glucose_minimal,,0.51,,,
sdab,b2797,,48.752,455,glucose_minimal,,0.51,,,
fuco,b2799,[c],40.513,382,glucose_minimal,,0.51,,,
fucu,b2804,[g],15.473,140,glucose_minimal,284.7284118,0.51,,,
ygdi,b2809,,8.1741,75,glucose_minimal,648.3764403,0.51,,,
csde,b2811,,15.94,147,glucose_minimal,67.78309586,0.51,,,
mlta,b2813,[m],40.41,365,glucose_minimal,,0.51,,,
amic,b2817,,45.634,417,glucose_minimal,,0.51,,,
arga,b2818,[e],49.195,443,glucose_minimal,31.91880998,0.51,,,
ptra,b2821,,107.71,962,glucose_minimal,,0.51,,,
thya,b2827,[f],30.479,264,glucose_minimal,146.1860786,0.51,,,
ptsp,b2829,[t],83.715,748,glucose_minimal,,0.51,,,
tas,b2834,[c],38.499,346,glucose_minimal,172.799816,0.51,,,
lysa,b2838,[e],46.177,420,glucose_minimal,,0.51,,,
kdud,b2842,[iqr],27.07,253,glucose_minimal,,0.51,,,
yqef,b2844,[i],41.018,393,glucose_minimal,,0.51,,,
lyss,b2890,[j],57.603,505,glucose_minimal,3373.02445,0.51,,,
prfb,b2891,[j],41.25,365,glucose_minimal,1312.406612,0.51,,,
dsbc,b2893,[o],25.621,236,glucose_minimal,236.317539,0.51,,,
cptb,b2897,,10.547,88,glucose_minimal,,0.51,,,
ygfz,b2898,[r],36.094,326,glucose_minimal,1211.501082,0.51,,,
yqfb,b2900,[s],11.905,103,glucose_minimal,265.2806957,0.51,,,
bgla,b2901,[g],55.36,479,glucose_minimal,258.5944707,0.51,,,
gcvp,b2903,[e],104.38,957,glucose_minimal,388.8006255,0.51,,,
gcvh,b2904,[e],13.811,129,glucose_minimal,,0.51,,,
gcvt,b2905,[e],40.146,364,glucose_minimal,427.0028277,0.51,,,
pepp,b2908,[e],49.815,441,glucose_minimal,244.8475227,0.51,,,
ygfb,b2909,,21.229,192,glucose_minimal,,0.51,,,
zapa,b2910,[s],12.594,109,glucose_minimal,236.4776359,0.51,,,
sera,b2913,[he],44.175,410,glucose_minimal,13901.06961,0.51,,,
