aggregation_method,category,concentration_uM,condition,dataset,dataset_name,growth_rate_hr,n_complex,name,rate,rate_units,shorthand,volume
sum total,energy production,10.01455141145704,rich,peebo_2015,Peebo et al. 2015,0.55,5668.9170883806655,respiratory complex,5000.0,protons/s,proton_gradient,0.94
sum total,synthesis,18.129209326424913,rich,peebo_2015,Peebo et al. 2015,0.55,10262.3652649907,Fatty Acid Synthetases (FabA + FabZ),1.0,lipid/s,fas,0.94
sum total,synthesis,0.08839569076132106,rich,peebo_2015,Peebo et al. 2015,0.63,54.2965226759969,DNA polymerase III (holo enzyme),600.0,bp/s,dnap,1.02
sum total,synthesis,8.703645942086453,rich,peebo_2015,Peebo et al. 2015,0.63,5346.162298050952,RNA polymerase (core enzyme),40.0,nt/s,rnap,1.02
sum total,synthesis,0.8801695946504628,rich,peebo_2015,Peebo et al. 2015,0.63,540.638892496479,Ribonucleoside-diphosphate reductase (I),10.0,dNTP/s,dntp,1.02
sum total,synthesis,1.1653271722469238,rich,peebo_2015,Peebo et al. 2015,0.63,715.7952235896395,σ-70 (RpoD),40.0,nt/s,sigma70,1.02
sum total,synthesis,1.2986300044552952,rich,peebo_2015,Peebo et al. 2015,0.63,797.6756884566383,all σ-factors,40.0,nt/s,all_sigma,1.02
sum total,synthesis,25.318432983088687,rich,peebo_2015,Peebo et al. 2015,0.63,15551.695549264328,tRNA ligases,20.0,AA/s,trna,1.02
average,transport,14.628611738469695,rich,peebo_2015,Peebo et al. 2015,0.63,8985.536988684578,Carbohydrate Transporters (average),200.0,carbs/s,carbon_tport,1.02
sum total,transport,160.9147291231666,rich,peebo_2015,Peebo et al. 2015,0.63,98840.90687553036,Carbohydrate Transporters (total),200.0,carbs/s,carbon_tport_tot,1.02
sum total,transport,26.77745720912098,rich,peebo_2015,Peebo et al. 2015,0.63,16447.892425959308,Glucose/Mannose Transporters,200.0,gluc/sec,glucose_tport,1.02
sum total,transport,64.15519430222261,rich,peebo_2015,Peebo et al. 2015,0.63,39406.94316897443,Galactose Transporter (MglABC),10.0,gal/s,galactose_tport,1.02
sum total,transport,0.45754583320413733,rich,peebo_2015,Peebo et al. 2015,0.63,281.04478277064214,Glucosamine Transporter NagE,200.0,glcn/s,glucosamine_tport,1.02
sum total,transport,0.13018564102492255,rich,peebo_2015,Peebo et al. 2015,0.63,79.96574888571253,Fructose Transporter FruBA,200.0,frc/s,fructose_tport,1.02
average,transport,0.7824410967149379,rich,peebo_2015,Peebo et al. 2015,0.63,480.60974901057034,Sulfate Transporter (CysUWA),10.0,SO4/s,sulfur_tport,1.02
sum total,transport,0.2692814908338073,rich,peebo_2015,Peebo et al. 2015,0.63,165.40454005572116,Phosphate Transport System,0.01,Pi/s,phosphate_tport,1.02
sum total,synthesis,46.42417077086982,rich,peebo_2015,Peebo et al. 2015,0.63,28515.768350982165,Ribosome (50S + 30S),15.0,AA/s,ribosome,1.02
sum total,synthesis,246.7894751558464,rich,peebo_2015,Peebo et al. 2015,0.63,151588.9543776277,Elongation Factor EF-Tu,20.0,peptide bonds/s,eftu,1.02
sum total,energy production,9.83333562686582,rich,peebo_2015,Peebo et al. 2015,0.63,6040.067408788569,F1-F0 ATP Synthase,300.0,atp/s,atp_synthase,1.02
sum total,energy production,8.297327684639969,rich,peebo_2015,Peebo et al. 2015,0.63,5096.583746323993,respiratory complex,5000.0,protons/s,proton_gradient,1.02
sum total,synthesis,19.307320468858244,rich,peebo_2015,Peebo et al. 2015,0.63,11859.405754073363,Fatty Acid Synthetases (FabA + FabZ),1.0,lipid/s,fas,1.02
sum total,synthesis,0.12396540317513408,rich,peebo_2015,Peebo et al. 2015,0.65,78.38456408166904,DNA polymerase III (holo enzyme),600.0,bp/s,dnap,1.05
sum total,synthesis,8.910697575817386,rich,peebo_2015,Peebo et al. 2015,0.65,5634.323184165092,RNA polymerase (core enzyme),40.0,nt/s,rnap,1.05
sum total,synthesis,0.9900788383895885,rich,peebo_2015,Peebo et al. 2015,0.65,626.0367503021209,Ribonucleoside-diphosphate reductase (I),10.0,dNTP/s,dntp,1.05
sum total,synthesis,1.1477714477027674,rich,peebo_2015,Peebo et al. 2015,0.65,725.7473640969371,σ-70 (RpoD),40.0,nt/s,sigma70,1.05
sum total,synthesis,1.1477714477027674,rich,peebo_2015,Peebo et al. 2015,0.65,725.7473640969371,all σ-factors,40.0,nt/s,all_sigma,1.05
sum total,synthesis,26.525332914861504,rich,peebo_2015,Peebo et al. 2015,0.65,16772.23325539608,tRNA ligases,20.0,AA/s,trna,1.05
average,transport,15.009113989446616,rich,peebo_2015,Peebo et al. 2015,0.65,9490.412866666991,Carbohydrate Transporters (average),200.0,carbs/s,carbon_tport,1.05
sum total,transport,135.08202590501955,rich,peebo_2015,Peebo et al. 2015,0.65,85413.71580000292,Carbohydrate Transporters (total),200.0,carbs/s,carbon_tport_tot,1.05
sum total,transport,25.36750682947514,rich,peebo_2015,Peebo et al. 2015,0.65,16040.128243345429,Glucose/Mannose Transporters,200.0,gluc/sec,glucose_tport,1.05
sum total,transport,44.031908017390414,rich,peebo_2015,Peebo et al. 2015,0.65,27841.815758476136,Galactose Transporter (MglABC),10.0,gal/s,galactose_tport,1.05
sum total,transport,0.44721027427006116,rich,peebo_2015,Peebo et al. 2015,0.65,282.7755285237024,Glucosamine Transporter NagE,200.0,glcn/s,glucosamine_tport,1.05
average,transport,0.5635194057501307,rich,peebo_2015,Peebo et al. 2015,0.65,356.3189554498652,Sulfate Transporter (CysUWA),10.0,SO4/s,sulfur_tport,1.05
sum total,transport,0.2863505926668445,rich,peebo_2015,Peebo et al. 2015,0.65,181.06234324917244,Phosphate Transport System,0.01,Pi/s,phosphate_tport,1.05
sum total,synthesis,48.22021331497876,rich,peebo_2015,Peebo et al. 2015,0.65,30490.123081194222,Ribosome (50S + 30S),15.0,AA/s,ribosome,1.05
sum total,synthesis,256.1164366930633,rich,peebo_2015,Peebo et al. 2015,0.65,161944.98408539087,Elongation Factor EF-Tu,20.0,peptide bonds/s,eftu,1.05
sum total,energy production,9.91186275463864,rich,peebo_2015,Peebo et al. 2015,0.65,6267.369938385559,F1-F0 ATP Synthase,300.0,atp/s,atp_synthase,1.05
sum total,energy production,10.257214134819208,rich,peebo_2015,Peebo et al. 2015,0.65,6485.739069587534,respiratory complex,5000.0,protons/s,proton_gradient,1.05
sum total,synthesis,19.48730265167546,rich,peebo_2015,Peebo et al. 2015,0.65,12322.016339680913,Fatty Acid Synthetases (FabA + FabZ),1.0,lipid/s,fas,1.05
sum total,synthesis,0.08577920960547689,rich,peebo_2015,Peebo et al. 2015,0.73,58.888113627836724,DNA polymerase III (holo enzyme),600.0,bp/s,dnap,1.14
sum total,synthesis,8.599124018871036,rich,peebo_2015,Peebo et al. 2015,0.73,5903.3674319471165,RNA polymerase (core enzyme),40.0,nt/s,rnap,1.14
sum total,synthesis,1.0707459292759134,rich,peebo_2015,Peebo et al. 2015,0.73,735.0756464153488,Ribonucleoside-diphosphate reductase (I),10.0,dNTP/s,dntp,1.14
sum total,synthesis,1.136098735349462,rich,peebo_2015,Peebo et al. 2015,0.73,779.9408706072885,σ-70 (RpoD),40.0,nt/s,sigma70,1.14
sum total,synthesis,1.2216292582840853,rich,peebo_2015,Peebo et al. 2015,0.73,838.6582588460908,all σ-factors,40.0,nt/s,all_sigma,1.14
sum total,synthesis,26.184267145494328,rich,peebo_2015,Peebo et al. 2015,0.73,17975.70886951902,tRNA ligases,20.0,AA/s,trna,1.14
average,transport,11.336263303800536,rich,peebo_2015,Peebo et al. 2015,0.73,7782.435448165499,Carbohydrate Transporters (average),200.0,carbs/s,carbon_tport,1.14
sum total,transport,124.69889634180589,rich,peebo_2015,Peebo et al. 2015,0.73,85606.78992982049,Carbohydrate Transporters (total),200.0,carbs/s,carbon_tport_tot,1.14
sum total,transport,23.317324021436107,rich,peebo_2015,Peebo et al. 2015,0.73,16007.529479308061,Glucose/Mannose Transporters,200.0,gluc/sec,glucose_tport,1.14
sum total,transport,78.80289896955512,rich,peebo_2015,Peebo et al. 2015,0.73,54098.82056579135,Galactose Transporter (MglABC),10.0,gal/s,galactose_tport,1.14
sum total,transport,0.3676119802961138,rich,peebo_2015,Peebo et al. 2015,0.73,252.3685653691245,Glucosamine Transporter NagE,200.0,glcn/s,glucosamine_tport,1.14
sum total,transport,0.19422776651454027,rich,peebo_2015,Peebo et al. 2015,0.73,133.33891553436402,Fructose Transporter FruBA,200.0,frc/s,fructose_tport,1.14
average,transport,1.2252494786435377,rich,peebo_2015,Peebo et al. 2015,0.73,841.1435690846179,Sulfate Transporter (CysUWA),10.0,SO4/s,sulfur_tport,1.14
sum total,transport,0.2937711882101328,rich,peebo_2015,Peebo et al. 2015,0.73,201.67627087576184,Phosphate Transport System,0.01,Pi/s,phosphate_tport,1.14
sum total,synthesis,48.397143082561065,rich,peebo_2015,Peebo et al. 2015,0.73,33225.025903322836,Ribosome (50S + 30S),15.0,AA/s,ribosome,1.14
sum total,synthesis,246.71537267832275,rich,peebo_2015,Peebo et al. 2015,0.73,169372.07706665,Elongation Factor EF-Tu,20.0,peptide bonds/s,eftu,1.14
sum total,energy production,9.241698171884478,rich,peebo_2015,Peebo et al. 2015,0.73,6344.49972858407,F1-F0 ATP Synthase,300.0,atp/s,atp_synthase,1.14
sum total,energy production,8.511378270674555,rich,peebo_2015,Peebo et al. 2015,0.73,5843.129273844248,respiratory complex,5000.0,protons/s,proton_gradient,1.14
sum total,synthesis,19.95084729265929,rich,peebo_2015,Peebo et al. 2015,0.73,13696.416273188945,Fatty Acid Synthetases (FabA + FabZ),1.0,lipid/s,fas,1.14
sum total,synthesis,9.455325586949922,rich,peebo_2015,Peebo et al. 2015,0.74,6548.09662873043,RNA polymerase (core enzyme),40.0,nt/s,rnap,1.15
sum total,synthesis,0.9678467450828635,rich,peebo_2015,Peebo et al. 2015,0.74,670.2629063722354,Ribonucleoside-diphosphate reductase (I),10.0,dNTP/s,dntp,1.15
sum total,synthesis,1.1812996066008221,rich,peebo_2015,Peebo et al. 2015,0.74,818.0854165592673,σ-70 (RpoD),40.0,nt/s,sigma70,1.15
sum total,synthesis,1.4634025404326627,rich,peebo_2015,Peebo et al. 2015,0.74,1013.4501613258319,all σ-factors,40.0,nt/s,all_sigma,1.15
sum total,synthesis,27.856928277318556,rich,peebo_2015,Peebo et al. 2015,0.74,19291.75853989142,tRNA ligases,20.0,AA/s,trna,1.15
average,transport,12.068137877754012,rich,peebo_2015,Peebo et al. 2015,0.74,8357.547524480986,Carbohydrate Transporters (average),200.0,carbs/s,carbon_tport,1.15
sum total,transport,108.61324089978609,rich,peebo_2015,Peebo et al. 2015,0.74,75217.92772032887,Carbohydrate Transporters (total),200.0,carbs/s,carbon_tport_tot,1.15
sum total,transport,24.903494748630592,rich,peebo_2015,Peebo et al. 2015,0.74,17246.417218269147,Glucose/Mannose Transporters,200.0,gluc/sec,glucose_tport,1.15
sum total,transport,36.96110149155608,rich,peebo_2015,Peebo et al. 2015,0.74,25596.67161594733,Galactose Transporter (MglABC),10.0,gal/s,galactose_tport,1.15
sum total,transport,0.3834313432387831,rich,peebo_2015,Peebo et al. 2015,0.74,265.53770813315447,Glucosamine Transporter NagE,200.0,glcn/s,glucosamine_tport,1.15
average,transport,0.7061978898253968,rich,peebo_2015,Peebo et al. 2015,0.74,489.06322464078204,Sulfate Transporter (CysUWA),10.0,SO4/s,sulfur_tport,1.15
sum total,transport,0.31775696940156134,rich,peebo_2015,Peebo et al. 2015,0.74,220.05623401966326,Phosphate Transport System,0.01,Pi/s,phosphate_tport,1.15
sum total,synthesis,52.79623289870816,rich,peebo_2015,Peebo et al. 2015,0.74,36562.97516934236,Ribosome (50S + 30S),15.0,AA/s,ribosome,1.15
sum total,synthesis,254.84485236472915,rich,peebo_2015,Peebo et al. 2015,0.74,176487.7056081459,Elongation Factor EF-Tu,20.0,peptide bonds/s,eftu,1.15
sum total,energy production,10.019121667312719,rich,peebo_2015,Peebo et al. 2015,0.74,6938.542328264078,F1-F0 ATP Synthase,300.0,atp/s,atp_synthase,1.15
sum total,energy production,10.84757398301527,rich,peebo_2015,Peebo et al. 2015,0.74,7512.270410457564,respiratory complex,5000.0,protons/s,proton_gradient,1.15
sum total,synthesis,19.567361801405145,rich,peebo_2015,Peebo et al. 2015,0.74,13550.985068327105,Fatty Acid Synthetases (FabA + FabZ),1.0,lipid/s,fas,1.15
sum total,synthesis,0.09045579935541125,rich,peebo_2015,Peebo et al. 2015,0.78,65.36697884619439,DNA polymerase III (holo enzyme),600.0,bp/s,dnap,1.2
sum total,synthesis,9.468676193978467,rich,peebo_2015,Peebo et al. 2015,0.78,6842.4441648166,RNA polymerase (core enzyme),40.0,nt/s,rnap,1.2
sum total,synthesis,1.0184640638050637,rich,peebo_2015,Peebo et al. 2015,0.78,735.9828710680913,Ribonucleoside-diphosphate reductase (I),10.0,dNTP/s,dntp,1.2
sum total,synthesis,1.2951756854530114,rich,peebo_2015,Peebo et al. 2015,0.78,935.9457573357643,σ-70 (RpoD),40.0,nt/s,sigma70,1.2
sum total,synthesis,1.3894857231061943,rich,peebo_2015,Peebo et al. 2015,0.78,1004.0979629454603,all σ-factors,40.0,nt/s,all_sigma,1.2
sum total,synthesis,28.593837645229822,rich,peebo_2015,Peebo et al. 2015,0.78,20663.050835948878,tRNA ligases,20.0,AA/s,trna,1.2
average,transport,9.74261640465345,rich,peebo_2015,Peebo et al. 2015,0.78,7040.40431865877,Carbohydrate Transporters (average),200.0,carbs/s,carbon_tport,1.2
sum total,transport,107.16878045118798,rich,peebo_2015,Peebo et al. 2015,0.78,77444.44750524648,Carbohydrate Transporters (total),200.0,carbs/s,carbon_tport_tot,1.2
sum total,transport,23.95866161010802,rich,peebo_2015,Peebo et al. 2015,0.78,17313.48722592846,Glucose/Mannose Transporters,200.0,gluc/sec,glucose_tport,1.2
sum total,transport,20.223748958775985,rich,peebo_2015,Peebo et al. 2015,0.78,14614.489947569878,Galactose Transporter (MglABC),10.0,gal/s,galactose_tport,1.2
sum total,transport,0.30078423014722244,rich,peebo_2015,Peebo et al. 2015,0.78,217.35871607358882,Glucosamine Transporter NagE,200.0,glcn/s,glucosamine_tport,1.2
sum total,transport,0.12801913487602304,rich,peebo_2015,Peebo et al. 2015,0.78,92.5117476268093,Fructose Transporter FruBA,200.0,frc/s,fructose_tport,1.2
average,transport,0.6660835666780461,rich,peebo_2015,Peebo et al. 2015,0.78,481.33862862422325,Sulfate Transporter (CysUWA),10.0,SO4/s,sulfur_tport,1.2
sum total,transport,0.3477916465026299,rich,peebo_2015,Peebo et al. 2015,0.78,251.32815542866047,Phosphate Transport System,0.01,Pi/s,phosphate_tport,1.2
sum total,synthesis,53.59475565579387,rich,peebo_2015,Peebo et al. 2015,0.78,38729.71422710288,Ribosome (50S + 30S),15.0,AA/s,ribosome,1.2
sum total,synthesis,266.2922989127172,rich,peebo_2015,Peebo et al. 2015,0.78,192433.46688628593,Elongation Factor EF-Tu,20.0,peptide bonds/s,eftu,1.2
sum total,energy production,9.581838063925717,rich,peebo_2015,Peebo et al. 2015,0.78,6924.219458515281,F1-F0 ATP Synthase,300.0,atp/s,atp_synthase,1.2
sum total,energy production,9.195617585278068,rich,peebo_2015,Peebo et al. 2015,0.78,6645.121091825344,respiratory complex,5000.0,protons/s,proton_gradient,1.2
sum total,synthesis,20.47377093771641,rich,peebo_2015,Peebo et al. 2015,0.78,14795.165830431384,Fatty Acid Synthetases (FabA + FabZ),1.0,lipid/s,fas,1.2
sum total,synthesis,0.1411625327849996,rich,peebo_2015,Peebo et al. 2015,0.82,106.26009655390848,DNA polymerase III (holo enzyme),600.0,bp/s,dnap,1.25
sum total,synthesis,10.589921655154635,rich,peebo_2015,Peebo et al. 2015,0.82,7971.563525917653,RNA polymerase (core enzyme),40.0,nt/s,rnap,1.25
sum total,synthesis,1.0569018074554686,rich,peebo_2015,Peebo et al. 2015,0.82,795.582835562104,Ribonucleoside-diphosphate reductase (I),10.0,dNTP/s,dntp,1.25
sum total,synthesis,1.4261091065470672,rich,peebo_2015,Peebo et al. 2015,0.82,1073.503629953305,σ-70 (RpoD),40.0,nt/s,sigma70,1.25
sum total,synthesis,1.4261091065470672,rich,peebo_2015,Peebo et al. 2015,0.82,1073.503629953305,all σ-factors,40.0,nt/s,all_sigma,1.25
sum total,synthesis,32.27021702273074,rich,peebo_2015,Peebo et al. 2015,0.82,24291.405863860567,tRNA ligases,20.0,AA/s,trna,1.25
average,transport,8.681116952077526,rich,peebo_2015,Peebo et al. 2015,0.82,6534.710785676359,Carbohydrate Transporters (average),200.0,carbs/s,carbon_tport,1.25
sum total,transport,69.44893561662022,rich,peebo_2015,Peebo et al. 2015,0.82,52277.68628541088,Carbohydrate Transporters (total),200.0,carbs/s,carbon_tport_tot,1.25
sum total,transport,17.656183281408218,rich,peebo_2015,Peebo et al. 2015,0.82,13290.69196508004,Glucose/Mannose Transporters,200.0,gluc/sec,glucose_tport,1.25
sum total,transport,1.9316122942737672,rich,peebo_2015,Peebo et al. 2015,0.82,1454.0211545145787,Galactose Transporter (MglABC),10.0,gal/s,galactose_tport,1.25
average,transport,0.3763996617933377,rich,peebo_2015,Peebo et al. 2015,0.82,283.33484541493505,Sulfate Transporter (CysUWA),10.0,SO4/s,sulfur_tport,1.25
sum total,transport,0.3945373393319141,rich,peebo_2015,Peebo et al. 2015,0.82,296.9879821820984,Phosphate Transport System,0.01,Pi/s,phosphate_tport,1.25
sum total,synthesis,58.95933600689681,rich,peebo_2015,Peebo et al. 2015,0.82,44381.640179191585,Ribosome (50S + 30S),15.0,AA/s,ribosome,1.25
sum total,synthesis,276.2167375091087,rich,peebo_2015,Peebo et al. 2015,0.82,207922.1491599816,Elongation Factor EF-Tu,20.0,peptide bonds/s,eftu,1.25
sum total,energy production,9.199460903225217,rich,peebo_2015,Peebo et al. 2015,0.82,6924.894194902783,F1-F0 ATP Synthase,300.0,atp/s,atp_synthase,1.25
sum total,energy production,11.521823444824415,rich,peebo_2015,Peebo et al. 2015,0.82,8673.052598091579,respiratory complex,5000.0,protons/s,proton_gradient,1.25
sum total,synthesis,14.585765242715434,rich,peebo_2015,Peebo et al. 2015,0.82,10979.434786454045,Fatty Acid Synthetases (FabA + FabZ),1.0,lipid/s,fas,1.25
sum total,synthesis,0.06067173908798337,42C,schmidt_2016,Schmidt et al. 2016,0.66,38.728712555510604,DNA polymerase III (holo enzyme),600.0,bp/s,dnap,1.06
sum total,synthesis,8.299580411440726,42C,schmidt_2016,Schmidt et al. 2016,0.66,5297.887763195781,RNA polymerase (core enzyme),40.0,nt/s,rnap,1.06
sum total,synthesis,0.4087587782936546,42C,schmidt_2016,Schmidt et al. 2016,0.66,260.92380846574514,Ribonucleoside-diphosphate reductase (I),10.0,dNTP/s,dntp,1.06
sum total,synthesis,1.46349551245403,42C,schmidt_2016,Schmidt et al. 2016,0.66,934.196017455806,σ-70 (RpoD),40.0,nt/s,sigma70,1.06
sum total,synthesis,2.7446336115294163,42C,schmidt_2016,Schmidt et al. 2016,0.66,1751.9874625147957,all σ-factors,40.0,nt/s,all_sigma,1.06
sum total,synthesis,34.83059711285128,42C,schmidt_2016,Schmidt et al. 2016,0.66,22233.484716240586,tRNA ligases,20.0,AA/s,trna,1.06
average,transport,3.7888209706969156,42C,schmidt_2016,Schmidt et al. 2016,0.66,2418.525667866904,Carbohydrate Transporters (average),200.0,carbs/s,carbon_tport,1.06
sum total,transport,56.83231456045373,42C,schmidt_2016,Schmidt et al. 2016,0.66,36277.88501800356,Carbohydrate Transporters (total),200.0,carbs/s,carbon_tport_tot,1.06
sum total,transport,26.805895849240493,42C,schmidt_2016,Schmidt et al. 2016,0.66,17111.061109237384,Glucose/Mannose Transporters,200.0,gluc/sec,glucose_tport,1.06
sum total,transport,0.05949796961930321,42C,schmidt_2016,Schmidt et al. 2016,0.66,37.97945794302907,Glycerol Transporters,0.0,glyc/sec,glycerol_tport,1.06
sum total,transport,1.7161687081100312,42C,schmidt_2016,Schmidt et al. 2016,0.66,1095.4854037852926,Galactose Transporter (MglABC),10.0,gal/s,galactose_tport,1.06
sum total,transport,0.041468281855878,42C,schmidt_2016,Schmidt et al. 2016,0.66,26.47053129362632,Xylose Transporters,200.0,xyl/sec,xylose_tport,1.06
sum total,transport,0.22949216853159818,42C,schmidt_2016,Schmidt et al. 2016,0.66,146.49219492311212,Glucosamine Transporter NagE,200.0,glcn/s,glucosamine_tport,1.06
sum total,transport,0.522732161655307,42C,schmidt_2016,Schmidt et al. 2016,0.66,333.6766662137554,Fructose Transporter FruBA,200.0,frc/s,fructose_tport,1.06
sum total,transport,0.0010302678721957267,42C,schmidt_2016,Schmidt et al. 2016,0.66,0.6576529513944427,Ammonium Transporter (AmtB),300.0,NH4+/s,nitrogen_tport,1.06
average,transport,1.5355498717657186,42C,schmidt_2016,Schmidt et al. 2016,0.66,980.1906207439547,Sulfate Transporter (CysUWA),10.0,SO4/s,sulfur_tport,1.06
sum total,transport,0.3631694249489936,42C,schmidt_2016,Schmidt et al. 2016,0.66,231.82266536654103,Phosphate Transport System,0.01,Pi/s,phosphate_tport,1.06
sum total,synthesis,33.013175484575655,42C,schmidt_2016,Schmidt et al. 2016,0.66,21073.36633342015,Ribosome (50S + 30S),15.0,AA/s,ribosome,1.06
sum total,synthesis,386.7089852929217,42C,schmidt_2016,Schmidt et al. 2016,0.66,246848.72000000128,Elongation Factor EF-Tu,20.0,peptide bonds/s,eftu,1.06
sum total,energy production,6.581885619045004,42C,schmidt_2016,Schmidt et al. 2016,0.66,4201.428210976236,F1-F0 ATP Synthase,300.0,atp/s,atp_synthase,1.06
sum total,energy production,4.440488806136514,42C,schmidt_2016,Schmidt et al. 2016,0.66,2834.5061005987336,respiratory complex,5000.0,protons/s,proton_gradient,1.06
sum total,synthesis,3.180952055404307,42C,schmidt_2016,Schmidt et al. 2016,0.66,2030.5034874303424,Fatty Acid Synthetases (FabA + FabZ),1.0,lipid/s,fas,1.06
sum total,synthesis,0.03404853696470368,acetate,schmidt_2016,Schmidt et al. 2016,0.3,14.967941140905529,DNA polymerase III (holo enzyme),600.0,bp/s,dnap,0.73
sum total,synthesis,7.3924236396259735,acetate,schmidt_2016,Schmidt et al. 2016,0.3,3249.753786521416,RNA polymerase (core enzyme),40.0,nt/s,rnap,0.73
sum total,synthesis,0.24713859379440017,acetate,schmidt_2016,Schmidt et al. 2016,0.3,108.64360866358109,Ribonucleoside-diphosphate reductase (I),10.0,dNTP/s,dntp,0.73
sum total,synthesis,0.9149386238345882,acetate,schmidt_2016,Schmidt et al. 2016,0.3,402.212508669428,σ-70 (RpoD),40.0,nt/s,sigma70,0.73
sum total,synthesis,1.8908731559248153,acetate,schmidt_2016,Schmidt et al. 2016,0.3,831.2391845834844,all σ-factors,40.0,nt/s,all_sigma,0.73
sum total,synthesis,23.89627383085088,acetate,schmidt_2016,Schmidt et al. 2016,0.3,10504.945353685034,tRNA ligases,20.0,AA/s,trna,0.73
average,transport,10.168706745981378,acetate,schmidt_2016,Schmidt et al. 2016,0.3,4470.22449777389,Carbohydrate Transporters (average),200.0,carbs/s,carbon_tport,0.73
sum total,transport,152.5306011897207,acetate,schmidt_2016,Schmidt et al. 2016,0.3,67053.36746660835,Carbohydrate Transporters (total),200.0,carbs/s,carbon_tport_tot,0.73
sum total,transport,19.08909015003853,acetate,schmidt_2016,Schmidt et al. 2016,0.3,8391.678564497837,Glucose/Mannose Transporters,200.0,gluc/sec,glucose_tport,0.73
sum total,transport,0.03680787567150641,acetate,schmidt_2016,Schmidt et al. 2016,0.3,16.180962992448247,Glycerol Transporters,0.0,glyc/sec,glycerol_tport,0.73
sum total,transport,13.7906840849244,acetate,schmidt_2016,Schmidt et al. 2016,0.3,6062.467467837277,Galactose Transporter (MglABC),10.0,gal/s,galactose_tport,0.73
sum total,transport,0.13671496677988093,acetate,schmidt_2016,Schmidt et al. 2016,0.3,60.100719686236346,Xylose Transporters,200.0,xyl/sec,xylose_tport,0.73
sum total,transport,0.4069899395677994,acetate,schmidt_2016,Schmidt et al. 2016,0.3,178.91521937364203,Glucosamine Transporter NagE,200.0,glcn/s,glucosamine_tport,0.73
sum total,transport,0.2082274109416648,acetate,schmidt_2016,Schmidt et al. 2016,0.3,91.53801921442151,Fructose Transporter FruBA,200.0,frc/s,fructose_tport,0.73
sum total,transport,0.0,acetate,schmidt_2016,Schmidt et al. 2016,0.3,0.0,Ammonium Transporter (AmtB),300.0,NH4+/s,nitrogen_tport,0.73
average,transport,2.0094470982665964,acetate,schmidt_2016,Schmidt et al. 2016,0.3,883.3650010805854,Sulfate Transporter (CysUWA),10.0,SO4/s,sulfur_tport,0.73
sum total,transport,0.19350426067306228,acetate,schmidt_2016,Schmidt et al. 2016,0.3,85.06563401744222,Phosphate Transport System,0.01,Pi/s,phosphate_tport,0.73
sum total,synthesis,19.107484527387104,acetate,schmidt_2016,Schmidt et al. 2016,0.3,8399.764843146535,Ribosome (50S + 30S),15.0,AA/s,ribosome,0.73
sum total,synthesis,313.9774893994933,acetate,schmidt_2016,Schmidt et al. 2016,0.3,138026.3882049537,Elongation Factor EF-Tu,20.0,peptide bonds/s,eftu,0.73
sum total,energy production,7.1011155950257665,acetate,schmidt_2016,Schmidt et al. 2016,0.3,3121.693022266897,F1-F0 ATP Synthase,300.0,atp/s,atp_synthase,0.73
sum total,energy production,4.356816886504457,acetate,schmidt_2016,Schmidt et al. 2016,0.3,1915.2828442086786,respiratory complex,5000.0,protons/s,proton_gradient,0.73
sum total,synthesis,2.0381046586108402,acetate,schmidt_2016,Schmidt et al. 2016,0.3,895.9630365532772,Fatty Acid Synthetases (FabA + FabZ),1.0,lipid/s,fas,0.73
sum total,synthesis,0.0313202417451986,chemostat_u0.12,schmidt_2016,Schmidt et al. 2016,0.12,11.31662974737516,DNA polymerase III (holo enzyme),600.0,bp/s,dnap,0.6
sum total,synthesis,9.8693742222101,chemostat_u0.12,schmidt_2016,Schmidt et al. 2016,0.12,3566.0022939689534,RNA polymerase (core enzyme),40.0,nt/s,rnap,0.6
sum total,synthesis,0.4328864684767178,chemostat_u0.12,schmidt_2016,Schmidt et al. 2016,0.12,156.41053879000768,Ribonucleoside-diphosphate reductase (I),10.0,dNTP/s,dntp,0.6
sum total,synthesis,1.361624709935858,chemostat_u0.12,schmidt_2016,Schmidt et al. 2016,0.12,491.9822401940242,σ-70 (RpoD),40.0,nt/s,sigma70,0.6
sum total,synthesis,2.715378756808503,chemostat_u0.12,schmidt_2016,Schmidt et al. 2016,0.12,981.1206524100483,all σ-factors,40.0,nt/s,all_sigma,0.6
sum total,synthesis,25.71907812970505,chemostat_u0.12,schmidt_2016,Schmidt et al. 2016,0.12,9292.81730982503,tRNA ligases,20.0,AA/s,trna,0.6
average,transport,9.471869105295022,chemostat_u0.12,schmidt_2016,Schmidt et al. 2016,0.12,3422.3757451251977,Carbohydrate Transporters (average),200.0,carbs/s,carbon_tport,0.6
sum total,transport,142.07803657942534,chemostat_u0.12,schmidt_2016,Schmidt et al. 2016,0.12,51335.63617687797,Carbohydrate Transporters (total),200.0,carbs/s,carbon_tport_tot,0.6
sum total,transport,34.242850063215116,chemostat_u0.12,schmidt_2016,Schmidt et al. 2016,0.12,12372.626584840888,Glucose/Mannose Transporters,200.0,gluc/sec,glucose_tport,0.6
sum total,transport,0.07673896486632725,chemostat_u0.12,schmidt_2016,Schmidt et al. 2016,0.12,27.727322785501364,Glycerol Transporters,0.0,glyc/sec,glycerol_tport,0.6
sum total,transport,17.628536225360968,chemostat_u0.12,schmidt_2016,Schmidt et al. 2016,0.12,6369.542708947425,Galactose Transporter (MglABC),10.0,gal/s,galactose_tport,0.6
