Protein IDs,Gene Names,CN (TP3) Rep2TP3
P06610,b1710;btuE;JW1700,6517.522242
P0ADN2,b3764;JW3737;yifE,13492.15454
P21599,b1854;JW1843;pykA,7445.577668
P0AEP3,b1236;galU;JW1224;ychD,7870.550578
P0AE88,b3912;cpxR;JW3883;yiiA,5514.625393
P0ACG1,b2669;hnsB;JW2644;stpA,10642.73351
P0A908,b1782;JW1771;mipA;yeaF,10841.33018
P04825,b0932;JW0915;pepN,6295.285704
P0A7L3,b1716;JW1706;pdzA;rplT,16626.34337
P07012,b2891;JW5847;prfB;supK,7130.306814
P0A742,b3291;JW3252;mscL;yhdC,2914.893654
P69913,b2696;csrA;JW2666;zfiA,8961.797344
P0A707,b1718;fit;infC;JW5829,15541.30615
P0A6A3,ack;ackA;b2296;JW2293,7564.975338
P0A6X7,b1712;hid;himA;ihfA;JW1702,4293.958525
P33570,b2465;JW2449;tktB,7863.251633
P0A796,b3916;JW3887;pfkA,4897.81006
P30126,b0071;JW0070;leuD,11330.79527
P24186,ads;b0529;folD;JW0518,8020.451302
P00864,b3956;glu;JW3928;ppc,9982.887086
P21889,aspS;b1866;JW1855;tls,7484.142244
P0AFK9,b1123;JW1109;potD,12754.63426
P0AAI9,b1092;fabD;JW1078;tfpA,10706.24523
P0A955,b1850;eda;hga;JW1839;kdgA,10871.39748
P0ABA4,atpH;b3735;JW3713;papE;uncH,14838.64651
P24251,b0240;crl;JW0230,8212.184786
P0A8N3,asuD;b2890;herC;JW2858;lysS,7983.194
P21156,b2752;cysD;JW2722,17380.20456
P0A9D2,b1635;gst;JW1627,6038.406411
P0ADY3,b3310;JW3272;rplN,25053.9015
P0AAC0,b1333;JW1327;uspE;ydaA,9393.088744
P0AAX8,b0819;JW0803;ybiS,10910.28888
P0AEQ3,b0811;glnH;JW0796,13704.58653
P08178,b2499;JW2484;purG;purM,12157.64592
P00961,b3559;glyS;glyS(B);JW3530,11936.49877
P0A6F1,b0032;carA;JW0030;pyrA,18275.68709
P04816,b3458;JW3423;livK,17732.07908
P0ACJ0,alsB;b0889;ihb;JW0872;livR;lrp;oppI,11104.20115
P05020,b1062;JW1049;pyrC,15231.91803
P05055,b3164;JW5851;pnp,10934.25556
P0A836,b0728;JW0717;sucC,13284.08013
P0ADE8,b2898;JW2866;ygfZ;yzzW,6448.345672
P36938,b0688;JW0675;pgm,6240.053388
P0A6G7,b0437;clpP;JW0427;lopP,17088.24676
P0A991,b2097;dhnA;fbaB;JW5344,7902.905603
P0A6K6,b4383;deoB;drm;JW4346;thyR,7180.636854
P0A6N4,b4147;efp;JW4107,15690.55324
P00960,b3560;glyQ;glyS(A);JW3531,12967.06625
P0A8V2,b3987;groN;JW3950;nitB;rif;ron;rpoB;stl;stv;tabD,12129.32165
P0AG44,b3294;JW3256;rplQ,29326.50789
P0A8W8,b2294;JW2291;yfbU,10917.91464
P0ACX3,b1667;JW1657;ydhR,8940.445206
P04693,b4054;JW4014;tyrB,6468.826295
B1X9V9;C4ZZ09;P0A6E6,atpC;ECDH10B_3918;b3731;JW3709;papG;uncC,15323.42719
P0ADG7,b2508;guaB;guaR;JW5401,11473.50598
P0AG18,b0523;JW0512;purE,11509.45601
P0ABP8,b4384;deoD;JW4347;pup,8095.292724
P0C037,b0391;JW0382;yaiE,10043.78425
P37666,b3553;ghrB;JW5656;tkrA;yiaE,8565.475518
P63020,b3414;gntY;JW3377;nfuA;yhgI,19304.07577
P60757,b2019;hisG;JW2001,15096.83307
P0A7Z0,b2914;JW5475;rpiA;ygfC,13666.45771
P0A8M0,asnS;b0930;JW0913;tss,8691.191677
P0A8F0,b2498;JW2483;upp;uraP,16271.20066
P0AGE9,b0729;JW0718;sucD,17430.31673
P69910,b1493;gadB;JW1488,20764.95419
P60595,b2023;hisH;JW2005,10790.23757
P0A7V3,b3314;JW3276;rpsC,26100.8099
P0AG07,b3386;dod;JW3349;rpe;yhfD,8883.360919
P0ADS6,b2922;JW2889;yggE,9302.560036
P0AEN8,b2804;fucU;JW2775,14936.69204
P67910,b3619;hldD;htrM;JW3594;rfaD;waaD,12190.32776
P0ADZ7,b0407;JW0397;yajC,21291.13188
P0A805,b0172;frr;JW0167;rrf,16521.76147
P0AFH8,b4376;JW4338;osmY,14791.80253
P37329,b0763;JW0746;modA,1617.751271
P0A6X3,b4172;hfq;JW4130,16955.34059
P0AB55,b1251;JW1243;yciI,6350.51802
P0A9K9,b3349;JW3311;slyD,11656.52431
P0A905,b1641;JW1633;slyB,11441.91354
P0A7L8,b3185;JW3152;rpmA,21402.25015
P52697,b0767;JW0750;pgl;ybhE,9846.712736
P0A9Q1,arcA;b4401;cpxC;dye;fexA;JW4364;msp;seg;sfrA,10985.45712
P00934,b0004;JW0003;thrC,25529.96703
P0A7M2,b3637;JW3612;rpmB,20015.45057
P0AA10,b3231;JW3200;rplM,15606.66984
P0AC59,b1064;grxB;JW1051,9986.26421
P0A6E4,argG;b3172;JW3140,27383.02758
P05825,b0584;fep;fepA;feuB;JW5086,15589.23952
P0AB80,b3770;ilvE;JW5606,16833.32838
P0ADE6,b2665;JW2640;ygaU;yzzM,11904.90632
P60422,b3317;JW3279;rplB,28959.38184
P0AB89,b1131;JW1117;purB,17623.1396
B1XC89;C4ZRK7;P0AFG8,aceE;ECDH10B_0094;b0114;JW0110,19058.96194
P39180,b2000;flu;JW1982;yeeQ;yzzX,15077.22397
B1XC90;C4ZRK8;P06959,aceF;ECDH10B_0095;b0115;JW0111,17214.61656
P0A6Y1,b0912;himD;hip;ihfB;JW0895,10990.90409
P0AC62,b3610;grxC;JW3585;yibM,6064.225068
P06988,b2020;hisD;JW2002,12577.06291
P12758,b3831;JW3808;udp,11363.47711
P0A7U7,b0023;JW0022;rpsT,29191.42294
P0A6R0,b1091;fabH;JW1077,15633.90471
P0A7V8,b3296;JW3258;ramA;rpsD,33083.83054
P0A7X3,b3230;JW3199;rpsI,32971.62288
P0A6T5,b2153;folE;JW2140,10080.82368
P77717,b0453;JW0443;ybaY,14997.69815
P63224,b0222;gmhA;JW0212;lpcA;tfrA;yafI,8658.618773
P0AES9,b3510;hdeA;JW3478;yhhC;yhiB,32325.61176
P0A7U3,b3316;JW3278;rpsS,34387.83611
P0A6L2,b2478;dapA;JW2463,17346.43333
P02413,b3301;JW3263;rplO,28689.21193
P08839,b2416;JW2409;ptsI,16690.61766
P00561,b0002;JW0001;thrA;thrA1;thrA2,33040.25475
P0A786,b4245;JW4204;pyrB,38061.27536
P0AE52,b2480;bcp;JW2465,14834.28893
P0A858,b3919;JW3890;tpi;tpiA,16323.49161
P0A6T1,b4025;JW3985;pgi,19284.46667
P0A8J4,b0631;JW0626;ybeD,13199.10734
P31658,b1967;hchA;JW1950;yedU;yzzC,12962.70867
P77695,b1550;gnsB;JW5253;ydfY,7880.681949
P00370,b1761;gdhA;JW1750,13859.28059
P0ADB1,anr;b1739;JW1728;osmE,23522.21242
P0A867,b2464;JW2448;talA,13486.70757
P0A715,b1215;JW1206;kdsA,11548.67423
P00509,aspC;b0928;JW0911,20790.01027
P0A8M6,b2007;JW1989;yeeX,19486.0047
P62768,b0163;JW0159;yaeH,12201.22171
P08997,aceB;b4014;JW3974;mas,33525.03543
P0A9A6,b0095;ftsZ;JW0093;sfiB;sulB,18820.38448
P56262,b3830;JW5853;ysgA,14743.86916
P68919,b2185;JW2173;rplY,24801.16191
P27302,b2935;JW5478;tkt;tktA,19548.10021
P08312,b1714;JW5277;pheS,13182.76642
P0AFP6,b0710;JW0700;ybgI,21677.86703
P0A7S9,b3298;JW3260;rpsM,35073.06544
P0AEK4,b1288;envM;fabI;JW1281,23103.88482
P0A7V0,b0169;JW0164;rpsB,41834.93893
P0A9Q7,adhE;ana;b1241;JW1228,19306.25456
P15288,b0237;JW0227;pepD;pepH,15491.19399
P0AEH5,b2266;elaB;JW2261;yfbD,15945.47162
P0AET8,b1619;hdhA;hsdH;JW1611,14027.04738
P0A7J7,b3983;JW3946;relC;rplK,37421.80061
B1X6G6;C4ZUH0;P61175,ECDH10B_3490;rplV;b3315;eryB;JW3277,26170.53117
P07395,b1713;JW1703;pheT,20562.32676
P0AEU7,b0178;hlpA;JW0173;ompH;skp,27274.0881
P0A763,b2518;JW2502;ndk,49562.01621
P0AD61,b1676;JW1666;pykF,18776.80869
P23893,b0154;gsa;hemL;JW0150;popC,16225.44608
P0A7W7,b3306;JW3268;rpsH,31323.36855
P31057,b0134;JW0130;panB,32360.4724
P21367,b0897;JW0880;ycaC,10746.9886
P02930,b3035;JW5503;mtcB;mukA;refI;tolC,19783.40948
P0ABH7,b0720;gltA;gluT;icdB;JW0710,14968.28449
P0A9D8,b0166;dapD;JW0161,23293.43951
P0A7R5,b3321;JW3283;nusE;rpsJ,26732.65888
P0A7F3,b4244;JW4203;pyrI,59879.67432
P0A9J8,b2599;JW2580;pheA,8585.8472
P0AEJ2,b0593;entC;JW0585,31198.08815
P0AEZ3,b1175;JW1164;minD,16682.9919
P0A7D7,b2476;JW2461;purC,18415.12962
P0A7N1,b0296;JW5035;rpmE2;ykgM,5845.147774
P0A972,b0623;cspE;gicA;JW0618;msmC,31278.70336
P0A9C5,b3870;glnA;JW3841,36081.84502
P0A9P4,b0888;JW0871;trxB,36462.0438
P09373,b0903;JW0886;pfl;pflB,22453.51613
P28635,b0197;JW0193;metQ;yaeC,43082.29597
P0A6P1,b0170;JW0165;tsf,26075.75382
P0ABT2,b0812;dps;JW0797;pexB;vtm,31288.50792
P62399,b3308;JW3270;rplE,37432.69456
P23843,b1243;JW1235;oppA,33971.6873
P69222,b0884;infA;JW0867,22000.32789
P0A817,b2942;JW2909;metK;metX,35119.90941
P0A7Z4,b3295;JW3257;pez;phs;rpoA;sez,21020.96197
P23847,b3544;dppA;JW3513,26483.18747
P0ADY7,b3313;JW3275;rplP,39259.60963
P0A850,b0436;JW0426;tig,30332.01929
B1X785;C4ZXS5;P0AB91,aroG;ECDH10B_0821;b0754;JW0737,21225.76819
P0ADZ4,b3165;JW3134;rpsO;secC,41184.57024
P0AEM9,b1920;fliY;JW1905;yzzR,36967.52298
P23883,aldH;b1300;JW1293;puuC,27581.29743
P18843,b1740;efg;JW1729;nadE;ntrL,21020.96197
P0A9Q9,asd;b3433;hom;JW3396,27128.10919
P0A7A9,b4226;JW4185;ppa,37068.8367
P17315,b2155;cir;cirA;feuA;JW2142,42703.18658
P23869,b0525;JW0514;ppiB,20282.3523
P00895,b1264;JW1256;trpE,11708.81526
P0A7R9,b3297;JW3259;rpsK,32696.00599
P0AA25,b3781;fipA;JW5856;trxA;tsnC,25317.53504
P50457,b1302;goaG;JW1295;puuE,26228.26909
P0ABB4,atpD;b3732;JW3710;papB;uncD,40399.11659
P0A7D4,adeK;b4177;JW4135;purA,21626.66548
P0A7W1,b3303;JW3265;rpsE;spc,45315.5553
P0AG86,b3609;JW3584;secB,28027.94929
P0A7N9,b3636;JW3611;rpmG,70941.38907
B1XBY6;C5A0S4;P0A7L0,ECDH10B_4172;rplA;b3984;JW3947,40039.61631
P0A870,b0008;JW0007;talB;yaaK,28022.50232
P09372,b2614;grpE;JW2594,31598.98543
B1XBS3;C4ZYL9;P00888,aroF;ECDH10B_2768;b2601;JW2582,27594.37017
P0AB71,b2925;fba;fbaA;fda;JW2892,39048.26704
P0A9P0,b0116;JW0112;lpd;lpdA,38147.33755
P0A8E7,b0426;JW5058;yajQ,30327.66171
P0A7K6,b2606;JW2587;rplS,18981.61491
P00448,b3908;JW3879;sodA,46728.50035
P76002,b1178;JW1167;ycgK,11980.07456
P0AG63,b3311;JW3273;neaA;rpsQ,46621.73966
P60624,b3309;JW3271;rplX,46923.50202
P0AFX0,b3203;JW3170;yhbH,28510.55119
P02931,b0929;cmlB;coa;cry;JW0912;ompF;tolF,46248.07725
P30125,b0073;JW5807;leuB,13313.49379
P0A912,b0741;excC;JW0731;pal,38004.62683
P0ADI4,b0595;entB;entG;JW0587,28844.99539
P09169,b0565;JW0554;ompT,41763.03887
P00350,b2029;gnd;JW2011,35906.45245
B1XBD9;C4ZPU0;P0A6Y8,dnaK;ECDH10B_0014;b0014;groP;grpF;JW0013;seg,34590.46354
P00909,b1262;JW1254;trpC,15168.73313
P76116,b1452;JW1447;yncE,37045.95941
P05793,b3774;ilvC;JW3747,65465.00144
P60723,b3319;eryA;JW3281;rplD,69999.06257
P0ABB0,atpA;b3734;JW3712;papA;uncA,48875.69749
P0A717,b1207;JW1198;prs;prsA,42340.41812
P0AG67,b0911;JW0894;rpsA;ssyF,48203.5409
P0AG48,b3186;JW3153;rplU,48315.74857
P0AD96,b3460;JW3425;livJ,61500.69378
B1X6J0;C4ZUJ5;P0A6M8,ECDH10B_3515;fusA;b3340;far;fus;JW3302,48224.2394
P0ACF4,b0440;hopD;hupB;JW0430,59282.68597
P61517,b0126;can;cynT2;JW0122;yadF,42824.1094
P64581,b3098;JW3069;yqjD,39649.61297
P45578,b2687;JW2662;luxS;ygaG,70805.21472
P0A6F5,b4143;groEL;groL;JW4103;mopA,46474.67136
P0AF96,b4252;JW5756;yjgK,60511.5233
P23721,b0907;JW0890;pdxC;pdxF;serC,45401.61749
P02358,b4200;JW4158;rpsF,62230.58829
B1X6J1;C4ZUJ6;P02359,ECDH10B_3516;rpsG;b3341;JW3303,53927.22116
P60438,b3320;JW3282;rplC,46267.68635
P0AF93,b4243;JW5755;yjgF,42178.09829
P0A825,b2551;glyA;JW2535,43972.33152
P0AA04,b2415;hpr;JW2408;ptsH,73894.73836
P09151,b0074;JW0073;leuA,24071.2674
P00904,b1263;JW1255;trpD;trpGD,18609.04189
P0A6F9,b4142;groES;groS;JW4102;mopB,55665.89525
P0C0L2,b1482;JW1477;osmC,31500.9399
P0A953,b2323;fabB;fabC;JW2320,38784.6335
P07023,b2600;JW2581;tyrA,20113.49611
P0C0S1,b2924;JW2891;mscS;yggB,32419.29971
P0ACF8,b1237;bglY;cur;drdX;hns;hnsA;JW1225;msyA;osmZ;pilG;topS,48659.99732
P0A799,b2926;JW2893;pgk,71866.28525
P0A7R1,b4203;JW4161;rplI,62702.29623
P0A917,b0814;JW0799;ompX;ybiG,44218.53474
P0A7K2,b3986;JW3949;rplL,61895.05469
P0A7T3,b2609;JW2590;rpsP,69307.29688
P0A879,b1261;JW1253;trpB,29177.2608
P0A7J3,b3985;JW3948;rplJ,82290.70405
P25665,b3829;JW3805;metE,136697.2589
P0A9T0,b2913;JW2880;serA,52982.71587
P0AE08,ahpC;b0605;JW0598,78104.15985
P0A9Y6,b1823;cspC;JW1812;msmB,86098.13886
P0A877,b1260;JW1252;trpA,30529.19974
P69783,b2417;crr;gsr;iex;JW2410;tgs;treD,79349.3381
P0A9G6,aceA;b4015;icl;JW3975,60829.62658
P06996,b2215;JW2203;meoA;ompC;par,53269.2267
P0AG55,b3305;JW3267;rplF,73389.25918
P0AED0,b3495;JW3462;uspA,51123.11895
P0A7M6,b3312;JW3274;rpmC,194391.6073
P62707,b0755;gpm;gpmA;JW0738;pgm;pgmA,68466.2841
P63165ups,,11441.91354
P76344,b1973;JW1956;yodA,36833.52742
P0A6A8,acpP;b1094;JW1080,44191.29987
P08200,b1136;icd;icdA;icdE;JW1122,87373.82016
P0A9B2,b1779;gapA;JW1768,85746.26434
P0ACF0,b4000;hupA;JW3964,89712.75079
P39172,b1857;JW5831;yebL;yzzP;znuA,50786.49596
P61889,b3236;JW3205;mdh,116946.5313
B1XDI9;C4ZZT2;P0A6P9,ECDH10B_2946;eno;b2779;JW2750,69336.71054
P00915ups,,38779.18653
P0ABK5,b2414;cysK;cysZ;JW2407,91551.6492
P0A862,b1324;JW1317;tpx;yzzJ,148985.6322
P69776,b1677;JW1667;lpp;mlpA;mulI,161568.1421
P0A910,b0957;con;JW0940;ompA;tolG;tut,167036.904
P0CE47,b3339;JW3301;tufA,285203.5574
P00918ups,,76954.84834
P41159ups,,0
P62988ups,,0
P69905ups,,0
P68871ups,,0
P01031ups,,0
P00167ups,,0
P0ACW2,b4529;JW5215;ydbJ,0
P62937ups,,0
Q06830ups,,0
P32705,actP;b4067;JW4028;yjcG,7846.366013
P04040ups,,0
P0AG51,b3302;JW3264;rpmD,5929.140113
P76038,b1298;JW1291;puuD;ycjL,5328.447823
P02144ups,,0
P0AD12,b2016;JW1998;yeeZ,0
P0ACC3,b0156;erpA;JW0152;yadR,3786.51843
P0A7N4,b1089;JW1075;rpmF,3597.617372
Q47270,b0548;JW0536;ninE,0
P75898,b1012;JW0997;rutA;ycdM,0
P15559ups,,0
P0ADU2,b3029;JW2997;ygiN,1888.792696
P0AGK8,b2531;iscR;JW2515;yfhP,1720.699079
P33014,b2012;JW1994;yeeD,1657.078423
P24077,b0591;entS;JW0583;ybdA,1590.080643
P76256,b1807;JW1796;yeaZ,1480.378587
P00709ups,,0
Q46871,b3070;JW3041;yqjH,1420.679753
B1XBP9;C4ZYJ5;P0AFX7,ECDH10B_2740;rseA;b2572;JW2556;mclA;yfiJ,1304.768146
P0AB12,b0961;JW0944;yccF,0
P0AEG1,b3542;dppC;JW3511,959.8548602
P0AE48,b4222;JW4181;ytfP,909.0890628
P68191,b1480;JW5962;rpsV;sra,899.7202675
P0AAT9,b0643;JW0638;ybeL,0
Q15843ups,,0
P39405,b4367;fhuF;JW4331;yjjS,825.521588
P63417,b3156;JW3125;yhbS,0
P0AFS7,b1688;JW1678;ydiK,703.487583
P76008,b1192;JW1181;ldcA;ycgQ,0
P0ACN7,b3934;cytR;JW3905,675.2068941
P0AFZ1,b2522;JW5404;sseB,0
P08189,b4318;fimF;JW4281,637.8951224
P02753ups,,0
P0A6V5,b3425;glpE;JW3388,598.8621069
P0AB18,b0969;JW0952;tusE;yccK,558.1732113
P52061,b2954;JW2921;rdgB;yggV,522.223183
P0ABF4,b2457;cchA;eutM;JW2441;yffZ,0
P22729,b3456;JW3421;livM,492.9402509
P32664,b3996;JW5548;nudC;yjaD,448.7108222
P0A9E5,b1334;fnr;JW1328;nirR,436.4442369
P06732ups,,0
P0AB98,atpB;b3738;JW3716;papD;uncB,429.2542312
P0A9J6,b3752;JW3731;rbsK,409.7976402
P0AAF6,artP;b0864;JW0848,401.9104218
P0AC51,b4046;JW5714;yjbK;zur,389.5784728
P0AGM7,b2497;JW2482;uraA,362.0930421
P0ACB4,b3850;hemG;JW3827;yihB,360.0014041
P0A6R3,b3261;fis;JW3229,346.8741968
P16083ups,,0
P0AD21,b2181;JW2169;yejG,334.05202
P0A7A5,b2743;JW2713;pcm,331.9494881
P12081ups,,0
P32680,b3999;JW3963;yjaG,326.6550294
P0A6T9,b2904;gcvH;JW2872,312.6236244
P30014,b1652;JW1644;rnt,0
P07000,b3825;JW5584;pldB,294.4089434
P60720,b0630;JW5089;lipB,0
P31142,b2521;JW2505;sseA,0
P39196,b2835;JW2803;lplT;ygeD,269.2439237
P0AFH6,b1245;JW1237;oppC,0
P0C0L9,b2524;iscX;JW2508;yfhJ,266.7056338
P20605,b3361;fic;JW3324,261.1497203
Q46919,b2792;JW2763;yqcC,0
P76491,b2291;JW2288;yfbR,245.8328295
P04951,b0918;JW0901;kdsB,244.6018134
P31460,b4479;dgoR;JW5627;yidW,237.5207472
P0A8Q6,b0881;clpS;JW0865;yljA,237.0740954
P77475,b2690;JW2665;yqaB,0
P17115,b2708;gutQ;JW5431;srlQ,226.5287537
P37351,b4090;JW4051;rpiB;yjcA,222.9337509
P0AD07,b1915;JW1900;yecF,209.4143615
P37147,b4140;fxsA;JW4100;yjeG,0
P0AB96,arsC;arsG;b3503;JW3470,208.1724514
P37182,b2993;hybD;JW2961,0
P39361,b4300;JW4262;sgcR;yjhJ,204.8606913
P15082,b2707;gutR;JW2676;srlR,198.9017017
P0AAV4,b0711;JW0701;ybgJ,0
P06968,b3640;dnaS;dut;JW3615;sof,193.4983035
P0AE67,b1882;cheY;JW1871,192.9536061
P61626ups,,0
P07117,b1015;JW1001;putP,0
P0AFV4,b2175;JW2163;spr;yeiV,0
P52119,b2618;JW2599;yfjF,0
P51020,b0352;JW0343;mhpE,0
P39274,b4127;JW4088;yjdJ,0
P36553,b2436;hemF;JW2429,170.9696192
P0AC23,b0904;focA;JW0887;ycaE,167.864844
P76291,b1871;cmoB;JW1860;yecP,0
P0AGF2,b2811;JW2782;ygdK,0
P77304,b1634;JW1626;tppB;ydgR,153.8770148
P27859,b4483;JW5931;mttC;tatD;yigW;yigX,152.78762
P77182,b2324;JW5380;mnmC;yfcK,0
P0A6X1,b1210;hemA;JW1201,140.6299741
P0AFE8,b2277;JW2272;nuoM,0
P37647,b3526;JW5668;kdgK;yhjI,137.6886082
Q46927,b2812;JW2783;ygdL,136.5011679
P0ADQ7,b2672;JW2647;ygaM,0
P29208,b2261;JW2256;menC,0
P0A6W0,b1524;glsA2;JW1517;yneH,129.8340717
P0AFB1,b3163;JW3132;nlpI;yhbM,129.3656319
P0A986,b1552;cspI;cspJ;JW1544,0
P21866;P39901,b0694;JW5096;kdpE;b0691.1;b4636;ybfI,0
P75867,b0955;JW0938;ycbZ,0
P0ABG7,b0634;JW0629;mrdB;rodA,113.3733163
P0AFA7,b1186;JW1175;nhaB,0
P0ABN1,b4042;dgkA;JW4002,107.9067333
P24252,b0707;JW0697;ybgA,0
P16095,b1814;JW1803;sdaA,105.2453418
B1XEN4;C4ZRC6;P0AF90,ECDH10B_4448;rraB;b4255;JW4212;yjgD,104.5459503
P26281,b0142;folK;JW0138,104.2191319
P0AER8,b3653;gltC;gltS;JW3628,101.2341901
P0AAV6,b0753;JW0736;ybgS,0
P0AEX3,b2587;JW2571;kgtP;witA,0
P37767,b2561;JW2545;yfhH,0
P0A8D3,b0387;JW0378;yaiI,0
P0A6K1,b3809;dapF;JW5592,0
P0A6S5,b2748;ftsB;JW2718;ygbQ,94.58561371
P23200,b2148;JW2135;mglC,94.41022115
P65294,b2833;JW2801;ygdR,0
P0AG96,b3981;JW3944;prlG;secE,92.5157636
P77570,anmK;b1640;JW1632;ydhH,0
P0AGG0,b0417;JW0407;thiL,0
P76350,b1981;JW1962;shiA;yeeM,90.04174802
P24193,b2730;hypE;JW2700,88.81835766
P0AB01,b0920;JW0903;ycbC,88.17561473
P0A9J4,apbA;b0425;JW0415;panE,0
P0ACS5,b3292;JW3254;yhdM;zntR,84.74511052
P0AAI1,b0933;JW0916;ssuB;ycbE,0
P00892,b3767;b4488;ilvG,0
P37195,b3507;dctR;JW3475;yhiF,83.44873072
P0ACV6,b1326;JW1319;mpaA;ycjI,82.87026208
P0ACK2,agaR;b3131;JW3100;yhaW,82.56632093
P0AFB5,b3869;glnL;glnR;JW3840;ntrB,0
P0ADS2,b2910;JW2878;ygfE;zapA,0
P0AAN5,b0389;JW0380;yaiA,0
P08190,b4319;fimG;JW4282,0
P0ACM2,b1540;JW1533;ydfH,0
P51025,b0355;frmB;JW0346;yaiM,76.97990442
P31992,b1461;JW1456;pptA;ydcE,0
P0AD27,b2188;JW2176;yejM;yejN,76.06045521
Q47690,b0261;JW0253;mmuM;yagD,76.01796882
P75687,b0303;JW5039;ykgI,75.96349908
P42630,b4471;JW5520;tdcG;yhaP;yhaQ,75.78048075
P15286,b2321;div;flk;JW2318,74.44706152
P26459,appC;b0978;cbdA;cyxA;JW0960,0
P28631,b1099;holB;JW1085,72.79336022
O76070ups,,0
P64636,b3399;JW5865;yrfG,67.98259281
P43531,b1596;JW1588;ynfM;yzyC,66.04673826
P11071,aceK;b4016;JW3976,65.85718356
P0AE72,b2783;chpAI;chpR;JW2754;mazE,65.66653947
P75782,b0807;JW5107;rlmF;ybiN,0
P0A761,b3223;JW3192;nanE;yhcJ,0
P37657,b3536;JW3504;yhjS,0
P0AA97,b0190;JW0186;yaeQ,60.03763657
P0AEQ1,b2977;glcG;JW2944;yghC,0
P0A8Z3,b0736;JW0726;ybgC,0
P68567,b3497;JW5672;yhiQ,56.19534112
P24224,acpS;b2563;dpj;JW2547,0
P0AC28,b2912;JW2879;ygfA,0
P69822,b4194;JW4152;sgaB;ulaB;yjfT,0
P21514,b0315;JW0307;yahA,0
P52062,b2955;JW2922;yggW,49.47268584
P10599ups,,0
P37691,b3614;JW5645;yibQ,0
P64490,b1810;JW5296;yoaC,0
P0AAQ2,b0410;JW0400;yajD,48.87025052
P39298,b4190;JW4148;yjfP,0
P75746,b0713;JW0703;ybgL,0
P67430,b1649;JW5874;nemR;ydhM,0
P28634,b0195;JW0191;yaeB,0
Q46822,b2889;idi;JW2857;ygfV,0
P0ACZ8,b0571;cusR;JW0560;ylcA,45.07262026
Q46800,b2867;JW2835;xdhB;ygeT,0
P0AAA9,b4002;JW5546;yjaI;zra;zraP,0
P50465,b0714;JW0704;nei,0
P37671,b3574;JW3546;yiaJ,0
P37325,b0567;JW0556;ybcH,0
P03819,b0047;JW0046;kefC;trkC,0
P0AC94,b4321;gntP;JW4284;yjiB,37.52311433
P45565,ais;b2252;JW2246;pmrG,0
P0AFW2,b0953;JW0936;rmf,36.27139971
P0A7Q1,b1717;JW1707;rpmI,36.24743302
P76541,b2439;eutL;JW2432;yffJ,0
P21420,b0553;nmpC;phmA,0
P64467,b1625;cnu;JW1617;ydgT,0
P0A776,b2830;JW2798;nudH;rppH;ygdP,0
P67662,aaeR;b3243;JW3212;yhcS,0
P0A8Q0,b4152;frdC;JW4113,0
P0AD57,b3187;cel;ispB;JW3154;yhbD,0
P36548,amiA;b2435;JW2428;yfeE,0
P52067,b0479;fsr;JW0468,32.63717867
P0AD44,b2555;JW2539;yfhG,0
P0ADM8,b3712;JW3690;yieE,0
P0AE45,b4218;JW4177;ytfL,0
P0ADM4,b3688;JW5633;yidQ,0
P36928,b2069;JW2054;yegD,0
P38134,b0981;etk;JW0964;yccC,0
P63204,b3512;gadE;JW3480;yhiE;yhiT,0
P77399,b2341;fadJ;JW2338;yfcX,0
P76446,b2176;JW2164;rtn,0
P69931,b2496;hda;JW5397;yfgE,28.21859338
P0AAU2,b0699;JW0688;ybfA,0
P0AA78,b3093;exuT;JW3064,0
P0ACI6,asnC;b3743;JW3721,0
P0AEB0,b2423;cysW;JW2416,0
P0ABG4,b0089;ftsW;JW0087,25.07895758
P77300,b0272;JW0265;yagI,24.83384375
P75672,b0213;JW0203;yafS,24.61051782
P37748,b2035;JW2020;rfc;yefF,0
P0A9A2,b1902;ftnB;JW1890;yecI,0
P0AAG8,b2149;JW2136;mglA,24.33054336
P69423,b3839;JW3815;mttB;tatC;yigU;yigV,0
P37794,b1733;chbG;JW1722;ydjC,0
P03024,b2837;galR;JW2805,23.57123519
B1XEZ1;C4ZTG0;P21517,ECDH10B_0359;malZ;b0403;JW0393,23.47754723
P76641,b2883;guaD;JW5466;ygfP,0
Q46855,b3010;JW5849;yqhC,23.05595145
P77368,b0545;JW0533;ybcL,0
P76506,b2346;JW2343;mlaA;vacJ,0
P32053,b2622;intA;intX;JW2602;slpA,0
P24228,b3182;dacB;JW3149,0
P60872,b3685;JW3662;yibE;yidE,0
P33029,b2172;JW2160;yeiQ,0
B1X6M8;C4ZWH3;P03960,ECDH10B_0763;kdpB;b0697;JW0685,19.77687311
P77307,b0491;JW5066;ybbM,19.71586701
P0AD53,b2671;JW2646;ygaC,0
P0AGH8,b3727;JW3705;phoW;pstC,19.35309854
P27294,b2237;inaA;JW2231;yfaG,19.08401802
Q46891,b2739;JW2709;ygbM,0
P0A9K1,b1020;JW1005;phoH;psiH,0
P16528,b4018;iclR;JW3978,0
P04395,aidA;alkA;b2068;JW2053,0
P37024,b0148;hrpB;JW0144;yadO,16.85620567
P76141,b1512;JW1505;lsrR;ydeW,0
P0A8R7,b1322;JW1315;ycjF,16.75162377
P46139,b2604;JW2585;yfiN,16.74181921
P0AF56,b4078;JW4039;yjcO,16.59366152
